Accession	Title	Platform	Total bases	Create date	SRA URL	SRA filename	SRA nice filename	FastQ URL	FastQ Aspera URL	FastQ filename	FastQ nice filename
SRR24222846	WGS of Ischnura elegans: female	Illumina NovaSeq 6000	254437	1690754400000	ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR242/SRR24222846/SRR24222846.sra	SRR24222846.sra	SRR24222846_WGS_of_Ischnura_elegans_female.sra	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR242/046/SRR24222846/SRR24222846_1.fastq.gz	era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/SRR242/046/SRR24222846/SRR24222846_1.fastq.gz	SRR24222846_1.fastq.gz	SRR24222846_WGS_of_Ischnura_elegans_female_1.fastq.gz
SRR24222846	WGS of Ischnura elegans: female	Illumina NovaSeq 6000	254437	1690754400000	ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR242/SRR24222846/SRR24222846.sra	SRR24222846.sra	SRR24222846_WGS_of_Ischnura_elegans_female.sra	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR242/046/SRR24222846/SRR24222846_2.fastq.gz	era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/SRR242/046/SRR24222846/SRR24222846_2.fastq.gz	SRR24222846_2.fastq.gz	SRR24222846_WGS_of_Ischnura_elegans_female_2.fastq.gz
SRR24222845	WGS of Ischnura elegans: female	Illumina NovaSeq 6000	260502	1690754400000	ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR242/SRR24222845/SRR24222845.sra	SRR24222845.sra	SRR24222845_WGS_of_Ischnura_elegans_female.sra	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR242/045/SRR24222845/SRR24222845_1.fastq.gz	era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/SRR242/045/SRR24222845/SRR24222845_1.fastq.gz	SRR24222845_1.fastq.gz	SRR24222845_WGS_of_Ischnura_elegans_female_1.fastq.gz
SRR24222845	WGS of Ischnura elegans: female	Illumina NovaSeq 6000	260502	1690754400000	ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR242/SRR24222845/SRR24222845.sra	SRR24222845.sra	SRR24222845_WGS_of_Ischnura_elegans_female.sra	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR242/045/SRR24222845/SRR24222845_2.fastq.gz	era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/SRR242/045/SRR24222845/SRR24222845_2.fastq.gz	SRR24222845_2.fastq.gz	SRR24222845_WGS_of_Ischnura_elegans_female_2.fastq.gz
SRR24222847	WGS of Ischnura elegans: female	Illumina NovaSeq 6000	267027	1690754400000	ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR242/SRR24222847/SRR24222847.sra	SRR24222847.sra	SRR24222847_WGS_of_Ischnura_elegans_female.sra	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR242/047/SRR24222847/SRR24222847_1.fastq.gz	era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/SRR242/047/SRR24222847/SRR24222847_1.fastq.gz	SRR24222847_1.fastq.gz	SRR24222847_WGS_of_Ischnura_elegans_female_1.fastq.gz
SRR24222847	WGS of Ischnura elegans: female	Illumina NovaSeq 6000	267027	1690754400000	ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR242/SRR24222847/SRR24222847.sra	SRR24222847.sra	SRR24222847_WGS_of_Ischnura_elegans_female.sra	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR242/047/SRR24222847/SRR24222847_2.fastq.gz	era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/SRR242/047/SRR24222847/SRR24222847_2.fastq.gz	SRR24222847_2.fastq.gz	SRR24222847_WGS_of_Ischnura_elegans_female_2.fastq.gz
SRR24222849	WGS of Ischnura elegans: female	Illumina NovaSeq 6000	233300	1690754400000	ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR242/SRR24222849/SRR24222849.sra	SRR24222849.sra	SRR24222849_WGS_of_Ischnura_elegans_female.sra	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR242/049/SRR24222849/SRR24222849_1.fastq.gz	era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/SRR242/049/SRR24222849/SRR24222849_1.fastq.gz	SRR24222849_1.fastq.gz	SRR24222849_WGS_of_Ischnura_elegans_female_1.fastq.gz
SRR24222849	WGS of Ischnura elegans: female	Illumina NovaSeq 6000	233300	1690754400000	ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR242/SRR24222849/SRR24222849.sra	SRR24222849.sra	SRR24222849_WGS_of_Ischnura_elegans_female.sra	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR242/049/SRR24222849/SRR24222849_2.fastq.gz	era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/SRR242/049/SRR24222849/SRR24222849_2.fastq.gz	SRR24222849_2.fastq.gz	SRR24222849_WGS_of_Ischnura_elegans_female_2.fastq.gz
SRR24222843	WGS of Ischnura elegans: female	Illumina NovaSeq 6000	552478	1690754400000	ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR242/SRR24222843/SRR24222843.sra	SRR24222843.sra	SRR24222843_WGS_of_Ischnura_elegans_female.sra	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR242/043/SRR24222843/SRR24222843_1.fastq.gz	era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/SRR242/043/SRR24222843/SRR24222843_1.fastq.gz	SRR24222843_1.fastq.gz	SRR24222843_WGS_of_Ischnura_elegans_female_1.fastq.gz
SRR24222843	WGS of Ischnura elegans: female	Illumina NovaSeq 6000	552478	1690754400000	ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR242/SRR24222843/SRR24222843.sra	SRR24222843.sra	SRR24222843_WGS_of_Ischnura_elegans_female.sra	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR242/043/SRR24222843/SRR24222843_2.fastq.gz	era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/SRR242/043/SRR24222843/SRR24222843_2.fastq.gz	SRR24222843_2.fastq.gz	SRR24222843_WGS_of_Ischnura_elegans_female_2.fastq.gz
SRR24222842	WGS of Ischnura elegans: female	Illumina NovaSeq 6000	288637	1690754400000	ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR242/SRR24222842/SRR24222842.sra	SRR24222842.sra	SRR24222842_WGS_of_Ischnura_elegans_female.sra	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR242/042/SRR24222842/SRR24222842_1.fastq.gz	era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/SRR242/042/SRR24222842/SRR24222842_1.fastq.gz	SRR24222842_1.fastq.gz	SRR24222842_WGS_of_Ischnura_elegans_female_1.fastq.gz
SRR24222842	WGS of Ischnura elegans: female	Illumina NovaSeq 6000	288637	1690754400000	ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR242/SRR24222842/SRR24222842.sra	SRR24222842.sra	SRR24222842_WGS_of_Ischnura_elegans_female.sra	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR242/042/SRR24222842/SRR24222842_2.fastq.gz	era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/SRR242/042/SRR24222842/SRR24222842_2.fastq.gz	SRR24222842_2.fastq.gz	SRR24222842_WGS_of_Ischnura_elegans_female_2.fastq.gz
SRR24222841	WGS of Ischnura elegans: female	Illumina NovaSeq 6000	307899	1690754400000	ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR242/SRR24222841/SRR24222841.sra	SRR24222841.sra	SRR24222841_WGS_of_Ischnura_elegans_female.sra	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR242/041/SRR24222841/SRR24222841_1.fastq.gz	era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/SRR242/041/SRR24222841/SRR24222841_1.fastq.gz	SRR24222841_1.fastq.gz	SRR24222841_WGS_of_Ischnura_elegans_female_1.fastq.gz
SRR24222841	WGS of Ischnura elegans: female	Illumina NovaSeq 6000	307899	1690754400000	ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR242/SRR24222841/SRR24222841.sra	SRR24222841.sra	SRR24222841_WGS_of_Ischnura_elegans_female.sra	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR242/041/SRR24222841/SRR24222841_2.fastq.gz	era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/SRR242/041/SRR24222841/SRR24222841_2.fastq.gz	SRR24222841_2.fastq.gz	SRR24222841_WGS_of_Ischnura_elegans_female_2.fastq.gz
SRR24222839	WGS of Ischnura elegans: female	Illumina NovaSeq 6000	463220	1690754400000	ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR242/SRR24222839/SRR24222839.sra	SRR24222839.sra	SRR24222839_WGS_of_Ischnura_elegans_female.sra	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR242/039/SRR24222839/SRR24222839_1.fastq.gz	era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/SRR242/039/SRR24222839/SRR24222839_1.fastq.gz	SRR24222839_1.fastq.gz	SRR24222839_WGS_of_Ischnura_elegans_female_1.fastq.gz
SRR24222839	WGS of Ischnura elegans: female	Illumina NovaSeq 6000	463220	1690754400000	ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR242/SRR24222839/SRR24222839.sra	SRR24222839.sra	SRR24222839_WGS_of_Ischnura_elegans_female.sra	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR242/039/SRR24222839/SRR24222839_2.fastq.gz	era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/SRR242/039/SRR24222839/SRR24222839_2.fastq.gz	SRR24222839_2.fastq.gz	SRR24222839_WGS_of_Ischnura_elegans_female_2.fastq.gz
SRR24222840	WGS of Ischnura elegans: female	Illumina NovaSeq 6000	236222	1690754400000	ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR242/SRR24222840/SRR24222840.sra	SRR24222840.sra	SRR24222840_WGS_of_Ischnura_elegans_female.sra	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR242/040/SRR24222840/SRR24222840_1.fastq.gz	era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/SRR242/040/SRR24222840/SRR24222840_1.fastq.gz	SRR24222840_1.fastq.gz	SRR24222840_WGS_of_Ischnura_elegans_female_1.fastq.gz
SRR24222840	WGS of Ischnura elegans: female	Illumina NovaSeq 6000	236222	1690754400000	ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR242/SRR24222840/SRR24222840.sra	SRR24222840.sra	SRR24222840_WGS_of_Ischnura_elegans_female.sra	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR242/040/SRR24222840/SRR24222840_2.fastq.gz	era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/SRR242/040/SRR24222840/SRR24222840_2.fastq.gz	SRR24222840_2.fastq.gz	SRR24222840_WGS_of_Ischnura_elegans_female_2.fastq.gz
SRR24222838	WGS of Ischnura elegans: female	Illumina NovaSeq 6000	557403	1690754400000	ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR242/SRR24222838/SRR24222838.sra	SRR24222838.sra	SRR24222838_WGS_of_Ischnura_elegans_female.sra	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR242/038/SRR24222838/SRR24222838_1.fastq.gz	era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/SRR242/038/SRR24222838/SRR24222838_1.fastq.gz	SRR24222838_1.fastq.gz	SRR24222838_WGS_of_Ischnura_elegans_female_1.fastq.gz
SRR24222838	WGS of Ischnura elegans: female	Illumina NovaSeq 6000	557403	1690754400000	ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR242/SRR24222838/SRR24222838.sra	SRR24222838.sra	SRR24222838_WGS_of_Ischnura_elegans_female.sra	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR242/038/SRR24222838/SRR24222838_2.fastq.gz	era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/SRR242/038/SRR24222838/SRR24222838_2.fastq.gz	SRR24222838_2.fastq.gz	SRR24222838_WGS_of_Ischnura_elegans_female_2.fastq.gz
SRR24222837	WGS of Ischnura elegans: female	Illumina NovaSeq 6000	391462	1690754400000	ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR242/SRR24222837/SRR24222837.sra	SRR24222837.sra	SRR24222837_WGS_of_Ischnura_elegans_female.sra	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR242/037/SRR24222837/SRR24222837_1.fastq.gz	era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/SRR242/037/SRR24222837/SRR24222837_1.fastq.gz	SRR24222837_1.fastq.gz	SRR24222837_WGS_of_Ischnura_elegans_female_1.fastq.gz
SRR24222837	WGS of Ischnura elegans: female	Illumina NovaSeq 6000	391462	1690754400000	ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR242/SRR24222837/SRR24222837.sra	SRR24222837.sra	SRR24222837_WGS_of_Ischnura_elegans_female.sra	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR242/037/SRR24222837/SRR24222837_2.fastq.gz	era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/SRR242/037/SRR24222837/SRR24222837_2.fastq.gz	SRR24222837_2.fastq.gz	SRR24222837_WGS_of_Ischnura_elegans_female_2.fastq.gz
SRR24222836	WGS of Ischnura elegans: female	Illumina NovaSeq 6000	485221	1690754400000	ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR242/SRR24222836/SRR24222836.sra	SRR24222836.sra	SRR24222836_WGS_of_Ischnura_elegans_female.sra	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR242/036/SRR24222836/SRR24222836_1.fastq.gz	era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/SRR242/036/SRR24222836/SRR24222836_1.fastq.gz	SRR24222836_1.fastq.gz	SRR24222836_WGS_of_Ischnura_elegans_female_1.fastq.gz
SRR24222836	WGS of Ischnura elegans: female	Illumina NovaSeq 6000	485221	1690754400000	ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR242/SRR24222836/SRR24222836.sra	SRR24222836.sra	SRR24222836_WGS_of_Ischnura_elegans_female.sra	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR242/036/SRR24222836/SRR24222836_2.fastq.gz	era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/SRR242/036/SRR24222836/SRR24222836_2.fastq.gz	SRR24222836_2.fastq.gz	SRR24222836_WGS_of_Ischnura_elegans_female_2.fastq.gz
SRR24222834	WGS of Ischnura elegans: female	Illumina NovaSeq 6000	288003	1690754400000	ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR242/SRR24222834/SRR24222834.sra	SRR24222834.sra	SRR24222834_WGS_of_Ischnura_elegans_female.sra	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR242/034/SRR24222834/SRR24222834_1.fastq.gz	era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/SRR242/034/SRR24222834/SRR24222834_1.fastq.gz	SRR24222834_1.fastq.gz	SRR24222834_WGS_of_Ischnura_elegans_female_1.fastq.gz
SRR24222834	WGS of Ischnura elegans: female	Illumina NovaSeq 6000	288003	1690754400000	ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR242/SRR24222834/SRR24222834.sra	SRR24222834.sra	SRR24222834_WGS_of_Ischnura_elegans_female.sra	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR242/034/SRR24222834/SRR24222834_2.fastq.gz	era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/SRR242/034/SRR24222834/SRR24222834_2.fastq.gz	SRR24222834_2.fastq.gz	SRR24222834_WGS_of_Ischnura_elegans_female_2.fastq.gz
SRR24222835	WGS of Ischnura elegans: female	Illumina NovaSeq 6000	475876	1690754400000	ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR242/SRR24222835/SRR24222835.sra	SRR24222835.sra	SRR24222835_WGS_of_Ischnura_elegans_female.sra	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR242/035/SRR24222835/SRR24222835_1.fastq.gz	era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/SRR242/035/SRR24222835/SRR24222835_1.fastq.gz	SRR24222835_1.fastq.gz	SRR24222835_WGS_of_Ischnura_elegans_female_1.fastq.gz
SRR24222835	WGS of Ischnura elegans: female	Illumina NovaSeq 6000	475876	1690754400000	ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR242/SRR24222835/SRR24222835.sra	SRR24222835.sra	SRR24222835_WGS_of_Ischnura_elegans_female.sra	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR242/035/SRR24222835/SRR24222835_2.fastq.gz	era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/SRR242/035/SRR24222835/SRR24222835_2.fastq.gz	SRR24222835_2.fastq.gz	SRR24222835_WGS_of_Ischnura_elegans_female_2.fastq.gz
SRR24222833	WGS of Ischnura elegans: female	Illumina NovaSeq 6000	426787	1690754400000	ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR242/SRR24222833/SRR24222833.sra	SRR24222833.sra	SRR24222833_WGS_of_Ischnura_elegans_female.sra	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR242/033/SRR24222833/SRR24222833_1.fastq.gz	era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/SRR242/033/SRR24222833/SRR24222833_1.fastq.gz	SRR24222833_1.fastq.gz	SRR24222833_WGS_of_Ischnura_elegans_female_1.fastq.gz
SRR24222833	WGS of Ischnura elegans: female	Illumina NovaSeq 6000	426787	1690754400000	ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR242/SRR24222833/SRR24222833.sra	SRR24222833.sra	SRR24222833_WGS_of_Ischnura_elegans_female.sra	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR242/033/SRR24222833/SRR24222833_2.fastq.gz	era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/SRR242/033/SRR24222833/SRR24222833_2.fastq.gz	SRR24222833_2.fastq.gz	SRR24222833_WGS_of_Ischnura_elegans_female_2.fastq.gz
SRR24222832	WGS of Ischnura elegans: female	Illumina NovaSeq 6000	366974	1690754400000	ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR242/SRR24222832/SRR24222832.sra	SRR24222832.sra	SRR24222832_WGS_of_Ischnura_elegans_female.sra	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR242/032/SRR24222832/SRR24222832_1.fastq.gz	era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/SRR242/032/SRR24222832/SRR24222832_1.fastq.gz	SRR24222832_1.fastq.gz	SRR24222832_WGS_of_Ischnura_elegans_female_1.fastq.gz
SRR24222832	WGS of Ischnura elegans: female	Illumina NovaSeq 6000	366974	1690754400000	ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR242/SRR24222832/SRR24222832.sra	SRR24222832.sra	SRR24222832_WGS_of_Ischnura_elegans_female.sra	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR242/032/SRR24222832/SRR24222832_2.fastq.gz	era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/SRR242/032/SRR24222832/SRR24222832_2.fastq.gz	SRR24222832_2.fastq.gz	SRR24222832_WGS_of_Ischnura_elegans_female_2.fastq.gz
SRR24222830	WGS of Ischnura elegans: female	Illumina NovaSeq 6000	438976	1690754400000	ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR242/SRR24222830/SRR24222830.sra	SRR24222830.sra	SRR24222830_WGS_of_Ischnura_elegans_female.sra	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR242/030/SRR24222830/SRR24222830_1.fastq.gz	era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/SRR242/030/SRR24222830/SRR24222830_1.fastq.gz	SRR24222830_1.fastq.gz	SRR24222830_WGS_of_Ischnura_elegans_female_1.fastq.gz
SRR24222830	WGS of Ischnura elegans: female	Illumina NovaSeq 6000	438976	1690754400000	ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR242/SRR24222830/SRR24222830.sra	SRR24222830.sra	SRR24222830_WGS_of_Ischnura_elegans_female.sra	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR242/030/SRR24222830/SRR24222830_2.fastq.gz	era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/SRR242/030/SRR24222830/SRR24222830_2.fastq.gz	SRR24222830_2.fastq.gz	SRR24222830_WGS_of_Ischnura_elegans_female_2.fastq.gz
SRR24222831	WGS of Ischnura elegans: female	Illumina NovaSeq 6000	540152	1690754400000	ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR242/SRR24222831/SRR24222831.sra	SRR24222831.sra	SRR24222831_WGS_of_Ischnura_elegans_female.sra	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR242/031/SRR24222831/SRR24222831_1.fastq.gz	era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/SRR242/031/SRR24222831/SRR24222831_1.fastq.gz	SRR24222831_1.fastq.gz	SRR24222831_WGS_of_Ischnura_elegans_female_1.fastq.gz
SRR24222831	WGS of Ischnura elegans: female	Illumina NovaSeq 6000	540152	1690754400000	ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR242/SRR24222831/SRR24222831.sra	SRR24222831.sra	SRR24222831_WGS_of_Ischnura_elegans_female.sra	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR242/031/SRR24222831/SRR24222831_2.fastq.gz	era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/SRR242/031/SRR24222831/SRR24222831_2.fastq.gz	SRR24222831_2.fastq.gz	SRR24222831_WGS_of_Ischnura_elegans_female_2.fastq.gz
SRR24222828	WGS of Ischnura elegans: female	Illumina NovaSeq 6000	457752	1690754400000	ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR242/SRR24222828/SRR24222828.sra	SRR24222828.sra	SRR24222828_WGS_of_Ischnura_elegans_female.sra	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR242/028/SRR24222828/SRR24222828_1.fastq.gz	era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/SRR242/028/SRR24222828/SRR24222828_1.fastq.gz	SRR24222828_1.fastq.gz	SRR24222828_WGS_of_Ischnura_elegans_female_1.fastq.gz
SRR24222828	WGS of Ischnura elegans: female	Illumina NovaSeq 6000	457752	1690754400000	ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR242/SRR24222828/SRR24222828.sra	SRR24222828.sra	SRR24222828_WGS_of_Ischnura_elegans_female.sra	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR242/028/SRR24222828/SRR24222828_2.fastq.gz	era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/SRR242/028/SRR24222828/SRR24222828_2.fastq.gz	SRR24222828_2.fastq.gz	SRR24222828_WGS_of_Ischnura_elegans_female_2.fastq.gz
SRR24222825	WGS of Ischnura elegans: female	Illumina NovaSeq 6000	411357	1690754400000	ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR242/SRR24222825/SRR24222825.sra	SRR24222825.sra	SRR24222825_WGS_of_Ischnura_elegans_female.sra	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR242/025/SRR24222825/SRR24222825_1.fastq.gz	era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/SRR242/025/SRR24222825/SRR24222825_1.fastq.gz	SRR24222825_1.fastq.gz	SRR24222825_WGS_of_Ischnura_elegans_female_1.fastq.gz
SRR24222825	WGS of Ischnura elegans: female	Illumina NovaSeq 6000	411357	1690754400000	ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR242/SRR24222825/SRR24222825.sra	SRR24222825.sra	SRR24222825_WGS_of_Ischnura_elegans_female.sra	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR242/025/SRR24222825/SRR24222825_2.fastq.gz	era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/SRR242/025/SRR24222825/SRR24222825_2.fastq.gz	SRR24222825_2.fastq.gz	SRR24222825_WGS_of_Ischnura_elegans_female_2.fastq.gz
SRR24222826	WGS of Ischnura elegans: female	Illumina NovaSeq 6000	492040	1690754400000	ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR242/SRR24222826/SRR24222826.sra	SRR24222826.sra	SRR24222826_WGS_of_Ischnura_elegans_female.sra	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR242/026/SRR24222826/SRR24222826_1.fastq.gz	era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/SRR242/026/SRR24222826/SRR24222826_1.fastq.gz	SRR24222826_1.fastq.gz	SRR24222826_WGS_of_Ischnura_elegans_female_1.fastq.gz
SRR24222826	WGS of Ischnura elegans: female	Illumina NovaSeq 6000	492040	1690754400000	ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR242/SRR24222826/SRR24222826.sra	SRR24222826.sra	SRR24222826_WGS_of_Ischnura_elegans_female.sra	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR242/026/SRR24222826/SRR24222826_2.fastq.gz	era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/SRR242/026/SRR24222826/SRR24222826_2.fastq.gz	SRR24222826_2.fastq.gz	SRR24222826_WGS_of_Ischnura_elegans_female_2.fastq.gz
